Instancia,Modelo,Solver,Resultado,Tiempo
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-2.dat,SCF,Gurobi,246.8474214240399,1.522928237915039
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-2b.dat,SCF,Gurobi,246.8474214240399,1.533897876739502
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-2bBIS.dat,SCF,Gurobi,246.2040264313039,1.369337797164917
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-2BIS.dat,SCF,Gurobi,213.71532023262074,1.5189387798309326
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-3.dat,SCF,Gurobi,295.43813504829075,1.801182746887207
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-3b.dat,SCF,Gurobi,295.43813504829075,1.8301055431365967
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-1.dat,NODE-DL,Gurobi,393.4561022037494,1.4969971179962158
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-1b.dat,NODE-DL,Gurobi,393.4561022037494,1.507967233657837
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-2.dat,NODE-DL,Gurobi,376.04445868676436,1.9836957454681396
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-2b.dat,NODE-DL,Gurobi,376.04445868676436,1.9697320461273193
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-3.dat,NODE-DL,Gurobi,310.8592357096204,1.3677465915679932
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-3b.dat,NODE-DL,Gurobi,310.8592357096204,1.3473968505859375
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-1.dat,NODE-DL,Gurobi,351.2035409466474,1.3613595962524414
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-1b.dat,NODE-DL,Gurobi,351.2035409466474,1.389284610748291
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-2.dat,NODE-DL,Gurobi,334.24239832146577,1.6924753189086914
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-2b.dat,NODE-DL,Gurobi,334.24239832146577,1.6795077323913574
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-3.dat,NODE-DL,Gurobi,314.99087770169245,1.352384090423584
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-3b.dat,NODE-DL,Gurobi,314.99087770169245,1.356372594833374
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord20-5-1.dat,NODE-DL,Gurobi,167.4559762822081,0.0937814712524414
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord20-5-1b.dat,NODE-DL,Gurobi,181.8905996625876,0.07679343223571777
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord20-5-2.dat,NODE-DL,Gurobi,159.00155641238578,0.07582807540893555
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord20-5-2b.dat,NODE-DL,Gurobi,190.66902811605902,0.16353297233581543
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-1.dat,NODE-DL,Gurobi,499.41517600231526,6.515615463256836
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-1b.dat,NODE-DL,Gurobi,499.41517600231526,6.742968320846558
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-2.dat,NODE-DL,Gurobi,439.99580760442194,6.728009939193726
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-2b.dat,NODE-DL,Gurobi,439.99580760442194,6.685123920440674
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-3.dat,NODE-DL,Gurobi,459.65103739989996,8.004595518112183
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-3b.dat,NODE-DL,Gurobi,459.65103739989996,7.906856298446655
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-1.dat,NODE-DL,Gurobi,282.9913982232539,0.5662782192230225
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-1b.dat,NODE-DL,Gurobi,282.9913982232539,0.5455417633056641
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-2.dat,NODE-DL,Gurobi,242.33605684886965,0.3061814308166504
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-2b.dat,NODE-DL,Gurobi,242.33605684886965,0.31914710998535156
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-2bBIS.dat,NODE-DL,Gurobi,244.23159157912173,0.544647216796875
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-2BIS.dat,NODE-DL,Gurobi,208.7734839008999,0.39394640922546387
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-3.dat,NODE-DL,Gurobi,278.29417129146606,0.4079091548919678
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-3b.dat,NODE-DL,Gurobi,278.29417129146606,0.3939790725708008
