Instancia,Modelo,Solver,Resultado,Tiempo
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-1.dat,SCF,Gurobi,290.1515380148236,1.5398542881011963
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-1b.dat,SCF,Gurobi,290.1515380148236,1.4232232570648193
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-2.dat,SCF,Gurobi,246.8474214240399,1.5454511642456055
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-2b.dat,SCF,Gurobi,246.8474214240399,1.5917434692382812
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-2bBIS.dat,SCF,Gurobi,246.20402643130387,1.3942718505859375
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-2BIS.dat,SCF,Gurobi,213.71532023262074,1.3574087619781494
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-3.dat,SCF,Gurobi,295.4381350482907,1.300520896911621
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-3b.dat,SCF,Gurobi,295.4381350482907,1.2979016304016113
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-1.dat,NODE-DL,Gurobi,393.4561022037494,1.548858880996704
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-1b.dat,NODE-DL,Gurobi,393.4561022037494,1.5628209114074707
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-2.dat,NODE-DL,Gurobi,376.04445868676436,2.079439878463745
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-2b.dat,NODE-DL,Gurobi,376.04445868676436,2.061487913131714
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-3.dat,NODE-DL,Gurobi,310.8592357096204,1.38828706741333
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-3b.dat,NODE-DL,Gurobi,310.8592357096204,1.378312587738037
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-1.dat,NODE-DL,Gurobi,351.2035409466474,1.3922772407531738
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-1b.dat,NODE-DL,Gurobi,351.2035409466474,1.4461326599121094
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-2.dat,NODE-DL,Gurobi,334.24239832146577,1.7323687076568604
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-2b.dat,NODE-DL,Gurobi,334.24239832146577,1.706437349319458
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-3.dat,NODE-DL,Gurobi,314.99087770169245,1.3753223419189453
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-3b.dat,NODE-DL,Gurobi,314.99087770169245,1.3404159545898438
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord20-5-1.dat,NODE-DL,Gurobi,167.4559762822081,0.10474753379821777
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord20-5-1b.dat,NODE-DL,Gurobi,181.8905996625876,0.1515946388244629
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord20-5-2.dat,NODE-DL,Gurobi,159.00155641238578,0.07779192924499512
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord20-5-2b.dat,NODE-DL,Gurobi,190.66902811605902,0.07280659675598145
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-1.dat,NODE-DL,Gurobi,499.41517600231526,6.660190105438232
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-1b.dat,NODE-DL,Gurobi,499.41517600231526,6.6003501415252686
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-2.dat,NODE-DL,Gurobi,439.99580760442194,6.768900156021118
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-2b.dat,NODE-DL,Gurobi,439.99580760442194,6.82674503326416
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-3.dat,NODE-DL,Gurobi,459.65103739989996,8.18710708618164
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-3b.dat,NODE-DL,Gurobi,459.65103739989996,8.06643009185791
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-1.dat,NODE-DL,Gurobi,282.9913982232539,0.5993969440460205
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-1b.dat,NODE-DL,Gurobi,282.9913982232539,0.539557933807373
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-2.dat,NODE-DL,Gurobi,242.33605684886965,0.3530552387237549
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-2b.dat,NODE-DL,Gurobi,242.33605684886965,0.30817651748657227
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-2bBIS.dat,NODE-DL,Gurobi,244.23159157912173,0.582442045211792
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-2BIS.dat,NODE-DL,Gurobi,208.7734839008999,0.41588878631591797
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-3.dat,NODE-DL,Gurobi,278.29417129146606,0.46276283264160156
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-3b.dat,NODE-DL,Gurobi,278.29417129146606,0.40990352630615234
